stai,pan_PosAffect,pan_NegAffect,swls,bfi_Neuroticism,bfi_Conscientiousness,bfi_Extraversion,bfi_Agreeableness,bfi_Openness,psqi
26.85144605481731,52.88418968002225,27.189939252506456,6.171653110314611,0.7655206489128478,3.2717596179621875,5.399208765079435,4.163626420463553,2.8843593411252693,7.228901322851053
57.85144605481731,38.88418968002225,37.189939252506456,5.37165311031461,2.348853982246188,2.9384262846288576,2.8158754317461048,3.4136264204635522,2.717692674458609,9.228901322851053
40.85144605481731,48.88418968002225,19.189939252506456,3.9716531103146107,0.7655206489128478,4.5217596179621875,5.065875431746105,4.413626420463553,3.2176926744586085,4.228901322851053
22.85144605481731,55.88418968002225,17.189939252506456,7.7716531103146105,0.5155206489128478,4.5217596179621875,5.649208765079435,4.746959753796892,3.4676926744586085,7.228901322851053
26.85144605481731,46.88418968002225,20.189939252506456,2.5716531103146107,0.8488539822461879,3.855092951295518,4.649208765079435,4.663626420463553,3.551026007791939,7.228901322851053
26.85144605481731,43.88418968002225,19.189939252506456,6.7716531103146105,0.9321873155795178,3.1050929512955174,4.232542098412765,4.163626420463553,2.717692674458609,7.228901322851053
29.85144605481731,39.88418968002225,19.189939252506456,6.7716531103146105,0.7655206489128478,4.105092951295518,4.565875431746105,4.580293087130222,2.717692674458609,8.228901322851053
49.85144605481731,33.88418968002225,29.189939252506456,3.9716531103146107,1.848853982246188,3.0217596179621875,3.4825420984127646,4.163626420463553,2.134359341125269,12.228901322851053
41.85144605481731,34.88418968002225,25.189939252506456,5.971653110314611,1.5155206489128479,4.188426284628857,3.8158754317461048,3.6636264204635522,1.967692674458609,13.228901322851053
35.85144605481731,47.88418968002225,22.189939252506456,6.37165311031461,1.182187315579518,3.3550929512955174,4.565875431746105,4.080293087130222,3.301026007791939,9.228901322851053
33.85144605481731,37.88418968002225,19.189939252506456,6.7716531103146105,1.432187315579518,3.4384262846288576,4.899208765079435,4.830293087130222,2.717692674458609,10.228901322851053
35.85144605481731,38.88418968002225,19.189939252506456,6.57165311031461,2.432187315579518,3.855092951295518,4.149208765079435,3.8302930871302223,2.634359341125269,9.228901322851053
34.85144605481731,39.88418968002225,18.189939252506456,3.7716531103146105,1.2655206489128479,3.7717596179621875,3.399208765079435,4.496959753796892,2.051026007791939,9.228901322851053
38.85144605481731,44.88418968002225,25.189939252506456,5.7716531103146105,1.7655206489128479,3.7717596179621875,4.482542098412765,3.9136264204635522,3.2176926744586085,6.228901322851053
43.85144605481731,32.88418968002225,25.189939252506456,5.37165311031461,2.348853982246188,2.7717596179621875,3.4825420984127646,4.663626420463553,2.301026007791939,7.228901322851053
22.85144605481731,54.88418968002225,18.189939252506456,1.7716531103146107,0.18218731557951784,4.5217596179621875,5.2325420984127655,4.746959753796892,3.4676926744586085,8.228901322851053
38.85144605481731,33.88418968002225,19.189939252506456,2.7716531103146105,1.182187315579518,2.4384262846288576,4.399208765079435,3.9136264204635522,1.1343593411252688,9.228901322851053
34.85144605481731,46.88418968002225,26.189939252506456,6.971653110314611,1.2655206489128479,3.688426284628857,4.9825420984127655,4.163626420463553,3.3843593411252693,8.228901322851053
34.85144605481731,47.88418968002225,30.189939252506456,6.7716531103146105,2.432187315579518,4.438426284628857,4.899208765079435,4.163626420463553,2.801026007791939,14.228901322851053
40.85144605481731,43.88418968002225,24.189939252506456,4.171653110314611,2.265520648912848,3.1884262846288576,3.4825420984127646,4.080293087130222,2.301026007791939,8.228901322851053
40.85144605481731,47.88418968002225,30.189939252506456,3.371653110314611,1.7655206489128479,4.105092951295518,4.065875431746105,4.580293087130222,2.467692674458609,8.228901322851053
55.85144605481731,38.88418968002225,38.189939252506456,4.7716531103146105,3.015520648912848,2.6884262846288576,3.4825420984127646,3.3302930871302223,2.717692674458609,12.228901322851053
38.85144605481731,37.88418968002225,23.189939252506456,6.37165311031461,1.5155206489128479,4.2717596179621875,2.4825420984127646,4.580293087130222,1.717692674458609,12.228901322851053
38.85144605481731,48.88418968002225,20.189939252506456,6.7716531103146105,1.098853982246188,3.855092951295518,4.149208765079435,4.246959753796892,2.301026007791939,8.228901322851053
27.85144605481731,50.88418968002225,21.189939252506456,6.971653110314611,0.8488539822461879,4.188426284628857,4.815875431746105,4.996959753796892,3.4676926744586085,10.228901322851053
35.85144605481731,54.88418968002225,21.189939252506456,6.171653110314611,0.3488539822461879,4.2717596179621875,4.482542098412765,4.163626420463553,3.301026007791939,9.228901322851053
34.85144605481731,49.88418968002225,20.189939252506456,6.37165311031461,1.348853982246188,4.438426284628857,4.899208765079435,4.580293087130222,3.301026007791939,8.228901322851053
44.85144605481731,44.88418968002225,28.189939252506456,5.57165311031461,1.182187315579518,3.938426284628857,4.149208765079435,4.996959753796892,2.9676926744586085,4.228901322851053
56.85144605481731,36.88418968002225,24.189939252506456,4.57165311031461,2.515520648912848,4.0217596179621875,4.315875431746105,3.9136264204635522,2.467692674458609,12.228901322851053
39.85144605481731,39.88418968002225,29.189939252506456,6.7716531103146105,2.015520648912848,3.855092951295518,3.149208765079435,4.413626420463553,2.384359341125269,5.228901322851053
39.85144605481731,45.88418968002225,22.189939252506456,4.971653110314611,1.682187315579518,2.4384262846288576,4.9825420984127655,3.7469597537968924,2.8843593411252693,6.228901322851053
51.85144605481731,40.88418968002225,28.189939252506456,4.7716531103146105,2.015520648912848,2.6050929512955174,3.8158754317461048,3.4136264204635522,1.717692674458609,5.228901322851053
51.85144605481731,32.88418968002225,20.189939252506456,4.371653110314611,2.432187315579518,4.355092951295518,3.0658754317461048,4.996959753796892,3.301026007791939,5.228901322851053
37.85144605481731,36.88418968002225,21.189939252506456,6.57165311031461,1.2655206489128479,2.7717596179621875,2.8158754317461048,4.163626420463553,1.967692674458609,6.228901322851053
38.85144605481731,44.88418968002225,28.189939252506456,6.37165311031461,1.598853982246188,3.5217596179621875,3.899208765079435,4.330293087130222,2.217692674458609,10.228901322851053
22.85144605481731,51.88418968002225,19.189939252506456,7.7716531103146105,0.5155206489128478,4.5217596179621875,5.649208765079435,5.080293087130222,3.6343593411252693,9.228901322851053
29.85144605481731,46.88418968002225,22.189939252506456,4.971653110314611,1.2655206489128479,3.5217596179621875,4.482542098412765,4.080293087130222,3.551026007791939,7.228901322851053
