stai,pan_PosAffect,pan_NegAffect,swls,bfi_Neuroticism,bfi_Conscientiousness,bfi_Extraversion,bfi_Agreeableness,bfi_Openness,psqi
41.45276191579082,30.576441265497408,18.211017540626862,6.380578991448929,1.9492028113332562,4.192199182509009,1.6670477895457705,3.4163901023462246,3.462565869695921,5.020154638979893
29.452761915790823,37.57644126549741,20.211017540626862,6.180578991448929,0.9492028113332562,3.9421991825090092,1.9170477895457705,3.499723435679564,4.54589920302926,2.0201546389798932
32.45276191579082,38.57644126549741,23.211017540626862,2.180578991448929,1.865869477999916,4.02553251584234,2.1670477895457703,3.749723435679564,3.379232536362591,4.020154638979893
33.45276191579082,33.57644126549741,19.211017540626862,5.580578991448929,2.032536144666586,3.0255325158423396,2.7503811228791006,1.6663901023462242,4.04589920302926,7.020154638979893
24.452761915790823,43.57644126549741,16.211017540626862,5.580578991448929,1.0325361446665862,2.9421991825090097,3.58371445621244,3.499723435679564,3.712565869695921,4.020154638979893
39.45276191579082,47.57644126549741,15.211017540626862,6.780578991448929,2.282536144666586,4.35886584917567,2.833714456212441,3.9163901023462246,2.879232536362591,6.020154638979893
35.45276191579082,31.576441265497408,18.211017540626862,7.380578991448929,1.1992028113332562,4.02553251584234,3.33371445621244,3.5830567690128943,4.129232536362591,5.020154638979893
34.45276191579082,29.576441265497408,20.211017540626862,5.180578991448929,0.9492028113332562,3.3588658491756695,2.333714456212441,3.499723435679564,2.7958992030292613,5.020154638979893
44.45276191579082,28.576441265497408,25.211017540626862,5.780578991448929,1.865869477999916,2.0255325158423396,0.9170477895457705,2.166390102346224,4.129232536362591,9.020154638979893
27.452761915790823,29.576441265497408,17.211017540626862,4.580578991448929,0.7825361446665862,2.9421991825090097,2.583714456212441,3.3330567690128943,3.462565869695921,4.020154638979893
37.45276191579082,31.576441265497408,19.211017540626862,5.780578991448929,1.615869477999916,2.9421991825090097,1.9170477895457705,3.249723435679564,3.212565869695921,8.020154638979893
26.452761915790823,34.57644126549741,18.211017540626862,6.980578991448929,1.115869477999916,4.442199182509009,3.1670477895457703,2.9997234356795643,3.712565869695921,4.020154638979893
42.45276191579082,30.576441265497408,21.211017540626862,6.380578991448929,2.115869477999916,4.35886584917567,2.2503811228791006,2.2497234356795643,2.962565869695921,5.020154638979893
50.45276191579082,36.57644126549741,24.211017540626862,6.180578991448929,1.615869477999916,3.85886584917567,2.4170477895457703,3.6663901023462246,3.712565869695921,2.0201546389798932
47.45276191579082,25.576441265497408,25.211017540626862,4.780578991448929,2.4492028113332562,3.7755325158423396,2.6670477895457703,3.249723435679564,4.462565869695921,8.020154638979893
